"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process class"
"6","0.3333","0","0","70","185.885715","2.65551","0.916698","124.714286","1.781633","0.692673","129.071429","1.843878","2.113381","172.642858","2.466327","3.363982","59.5","0.85","0.909839","5.8333","0.552771","15.490476","2.353781","2.67123","0.421504","10.392857","2.45824","1.797421","0.445792","10.755952","4.670746","1.845635","0.78832","14.386905","11.036907","2.529563","1.957789","4.958333","2.313532","0.872421","0.436754","11.6667","0.471405","30.980952","4.637665","2.659668","0.409851","20.785714","2.112483","1.782828","0.173639","21.511905","7.772533","1.827381","0.614022","28.77381","14.87547","2.431818","1.206005","9.916667","6.415386","0.841631","0.539081","153","139","0.9085","10783","70.4771","74.097453","15.3","14.567429","14.1","12.739309","0.96572","0.060808","1078.3","1444.197151","38.25","35.995659","34.75","5","4","1","F"
"7","0","0","0","84","270.571429","3.221088","0.901859","223.214286","2.657313","0.936985","116.785715","1.390306","1.295501","300.785715","3.580782","4.457992","77.035714","0.917092","0.951799","7","0","22.547619","2.653827","3.221088","0.379118","18.601191","3.996965","2.657313","0.570995","9.732143","4.859539","1.390306","0.69422","25.065476","17.489269","3.580782","2.498467","6.419643","1.260511","0.917092","0.180073","12","0","38.653061","4.306485","3.221088","0.358874","31.887755","3.133069","2.657313","0.261089","16.683674","5.003185","1.390306","0.416932","42.969388","26.725029","3.580782","2.227086","11.005102","8.709568","0.917092","0.725797","341","321","0.9413","24528","71.9296","94.321443","31","20.378242","29.4545","19.411167","0.93486364","0.057915","2229.8182","1944.576599","48.7143","34.374884","46","2","2","0","A"
"3","0","0","1","36","142.428572","3.956349","1.674749","113.857143","3.162698","1.537846","99.071429","2.751984","1.567107","218.285715","6.063492","5.529941","105.214286","2.922619","3.078794","3","0","11.869048","3.568789","3.956349","1.189596","9.488095","3.644355","3.162698","1.214785","8.255952","2.359209","2.751984","0.786403","18.190476","8.199538","6.063492","2.733179","8.767857","2.921176","2.922619","0.973725","12","0","47.476191","6.138241","3.956349","0.51152","37.952381","3.283298","3.162698","0.273608","33.02381","9.217761","2.751984","0.768147","72.761905","15.163658","6.063492","1.263638","35.071429","26.32625","2.922619","2.193854","644","357","0.5543","20283","31.4953","42.552397","64.4","69.74267","36.2","28.163096","0.80219","0.226831","2028.3","1774.989299","107.3333","106.479523","60","4","3","1","A"
"3","0.3333","0","1","36","88.928572","2.470238","1.596377","71.857143","1.996032","1.978862","104.228572","2.895238","3.423863","140.642858","3.906746","5.894308","14.728571","0.409127","0.708823","3","0.408248","7.410714","2.729613","2.445933","0.801575","5.988095","3.983046","1.99256","1.300195","8.685714","5.194169","2.846627","1.572948","11.720238","11.751048","3.892857","3.926548","1.227381","1.138466","0.384821","0.337172","12","0","29.642857","10.8058","2.470238","0.900483","23.952381","9.479002","1.996032","0.789917","34.742857","20.188675","2.895238","1.68239","46.880953","21.328045","3.906746","1.777337","4.909524","3.484276","0.409127","0.290356","395","272","0.6886","16015","40.5443","34.799242","43.8889","34.674501","31.3333","25.664502","0.76248889","0.228552","1779.4444","1507.475529","65.8333","58.516142","46","5","5","0","A"
"6","0.3333","1","0","73","197.357143","2.703523","1.40673","164.5","2.253425","1.45157","187.142858","2.563601","3.732694","434.07143","5.946184","5.748204","76.571429","1.048924","2.00817","6.0833","0.862007","16.446429","5.393064","2.744926","0.923584","13.708333","4.575562","2.329663","0.892149","15.595238","7.393998","2.581066","1.256985","36.172619","22.48638","5.898469","3.429889","6.380952","3.049386","1.03587","0.41877","12.1667","0.372678","32.892857","5.026418","2.71337","0.459827","27.416667","7.607553","2.264423","0.657605","31.190476","22.707796","2.588675","1.90233","72.345238","26.930195","5.974359","2.290279","12.761905","14.257094","1.059219","1.190753","364","301","0.8269","17463","47.9753","35.153149","33.0909","21.848464","28.1818","21.353382","0.84510909","0.218156","1587.5455","1165.802678","60.6667","16.275407","50.3333","1","1","0","A"
"6","0.3333","1","0","72","171.5","2.381944","1.439746","160.142858","2.224206","1.65546","101.071429","1.40377","1.193616","236.857144","3.289683","4.57339","59.357143","0.824405","1.450425","6","1.581139","14.291667","4.917902","2.382639","0.59537","13.345238","5.292775","2.204597","0.599051","8.422619","4.842806","1.383598","0.823153","19.738095","19.130312","3.165873","2.719971","4.946429","3.729949","0.753042","0.449224","12","0.57735","28.583333","7.207023","2.391282","0.621456","26.690476","9.882444","2.237401","0.835853","16.845238","6.57407","1.419608","0.580995","39.476191","19.719404","3.28355","1.63856","9.892857","8.854238","0.844877","0.753719","420","332","0.7905","21439","51.0452","60.447304","38.1818","42.852428","30.9091","33.249619","0.86624545","0.173718","1949","2163.542718","70","69.60364","56","3","2","1","A"
"6","0.1667","0","0","67","232.107144","3.464286","2.1568","168.107143","2.509062","5.591363","125.928572","1.879531","1.704109","249.57143","3.724947","6.312974","100.321429","1.497335","1.979976","5.5833","1.255543","19.342262","8.712327","3.382639","0.926292","14.008929","15.528228","2.20496","1.619967","10.494048","4.885027","1.880192","0.808092","20.797619","20.331142","3.488922","3.171231","8.360119","6.990176","1.388128","0.916993","11.1667","1.86339","38.684524","7.551648","3.502905","0.543362","28.017857","16.420984","2.485048","1.289589","20.988095","11.511265","1.909155","0.958704","41.595238","30.264387","3.616497","2.410638","16.720238","8.145113","1.563421","0.78569","218","210","0.9633","13585","62.3165","50.399376","21.8","21.907989","21.1","21.672333","0.97457","0.07165","1358.5","1535.882173","43.6","38.103018","42","2","2","0","A"
"6","0.8333","1","0","67","190.214286","2.839019","1.173708","99.214286","1.48081","0.901411","114.728572","1.712367","1.456386","210.000001","3.134328","3.963972","57.228572","0.854158","0.938133","5.5833","0.640095","15.851191","4.38743","2.869246","0.810743","8.267857","2.267248","1.495238","0.423322","9.560714","5.089796","1.721865","0.925934","17.5","10.273347","3.136508","1.888586","4.769048","2.106354","0.870635","0.404898","11.1667","1.86339","31.702381","8.334056","2.838861","0.536156","16.535714","4.209996","1.531037","0.460412","19.121429","8.071023","1.743679","0.682346","35","24.014983","3.180272","1.995528","9.538095","6.708846","0.84161","0.534692","247","226","0.915","15695","63.5425","77.322326","24.7","16.260689","23","14.913082","0.95339","0.063425","1569.5","1227.24368","41.1667","31.672368","38","1","0","1","A"
"6","0","0","0","72","188.571429","2.619048","4.776465","142.928572","1.985119","4.814213","80.321429","1.115575","0.944336","156.535715","2.174107","3.270898","48.921429","0.679464","0.660422","6","0.408248","15.714286","11.339684","2.621925","1.887139","11.910714","11.50614","1.982937","1.915055","6.693452","1.899497","1.125694","0.35426","13.044643","6.708618","2.174504","1.117036","4.076786","1.426672","0.676687","0.234679","12","0","31.428571","20.278094","2.619048","1.689841","23.821429","19.97144","1.985119","1.664287","13.386905","6.650355","1.115575","0.554196","26.089286","27.808258","2.174107","2.317355","8.153571","2.086129","0.679464","0.173844","121","107","0.8843","5642","46.6281","33.427888","13.4444","7.617394","12.1111","6.09999","0.93277778","0.080919","626.8889","300.729278","20.1667","22.251717","17.8333","1","0","1","F"
"3","0.3333","0","1","34","172.785715","5.081933","5.989917","123.714286","3.638655","3.088795","90.571429","2.663866","2.935288","166.714287","4.903361","9.161045","79.214286","2.329832","2.745277","2.8333","0.687184","14.39881","11.308426","4.874008","3.019778","10.309524","6.995767","3.619048","2.231473","7.547619","4.844112","2.581349","1.542672","13.892857","16.422476","4.848214","5.285793","6.601191","5.340726","2.369048","1.975581","11.3333","0.942809","57.595238","12.556855","5.050397","0.836816","41.238095","2.660708","3.669048","0.425798","30.190476","14.865077","2.725397","1.372973","55.571429","9.252321","4.922222","0.782041","26.404762","10.561503","2.336111","0.875647","284","225","0.7923","10019","35.2782","40.147221","28.4","19.147846","23.4","16.596385","0.84386","0.125457","1001.9","778.395459","47.3333","36.417334","38","5","5","0","A"
"5","0.2","0","0","50","183.857143","3.677143","1.188108","170.142857","3.402857","1.305986","82.214286","1.644286","1.21","163.142857","3.262857","2.889706","53","1.06","0.743236","5","0","18.385714","6.569891","3.677143","1.313978","17.014286","6.396252","3.402857","1.27925","8.221429","4.002098","1.644286","0.80042","16.314286","9.788331","3.262857","1.957666","5.3","2.094161","1.06","0.418832","10","0","36.771429","4.456227","3.677143","0.445623","34.028571","6.921956","3.402857","0.692196","16.442857","2.162953","1.644286","0.216295","32.628571","7.315402","3.262857","0.73154","10.6","2.703588","1.06","0.270359","320","274","0.8563","26190","81.8438","94.1461","32","21.057065","27.6","16.959953","0.90751","0.102725","2619","2141.551213","64","31.654384","55.2","0","0","0","A"
"5","0","0","0","50","144.142858","2.882857","3.398882","98.928572","1.978571","2.312769","67.571429","1.351429","1.457258","183.142859","3.662857","4.889335","55.071429","1.101429","1.257338","4.1667","1.067187","12.011905","11.210184","2.625595","1.725408","8.244048","7.153947","1.792758","1.131179","5.630952","3.463836","1.321825","0.743225","15.261905","15.243024","3.558929","3.052214","4.589286","3.223548","1.050298","0.515828","10","3.521363","28.828572","14.280685","2.981602","1.050137","19.785714","5.364281","2.392857","1.224375","13.514286","8.129864","1.204113","0.622817","36.628572","13.305393","4.182468","1.72583","11.014286","5.475437","1.240909","0.567374","238","225","0.9454","7270","30.5462","21.047664","21.6364","16.00723","20.6364","14.455403","0.97512727","0.035028","660.9091","518.365342","47.6","41.136845","45.2","0","0","0","A"
