"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process class"
"3","0","0","1","21","79.714286","3.795918","1.772811","58","2.761905","1.587936","56.142857","2.673469","1.467718","166.142857","7.911565","6.244816","51","2.428571","2.014685","3","0","11.387755","2.45034","3.795918","0.81678","8.285714","2.913725","2.761905","0.971242","8.020408","2.555995","2.673469","0.851998","23.734694","12.505259","7.911565","4.16842","7.285714","2.185294","2.428571","0.728431","7","0","26.571429","6.651684","3.795918","0.950241","19.333333","2.540377","2.761905","0.362911","18.714286","3.943478","2.673469","0.563354","55.380952","23.447244","7.911565","3.349606","17","8.688095","2.428571","1.241156","605","321","0.5306","19198","31.7322","43.65054","100.8333","69.017912","54.1667","22.281657","0.68698333","0.226544","3199.6667","1341.530801","100.8333","103.584775","53.8333","2","1","1","A"
"3","0.3333","0","1","21","53.642857","2.554422","1.917812","43","2.047619","2.531435","72.657143","3.459864","4.162815","135.857143","6.469388","6.75855","8.228571","0.391837","0.712219","3","0","7.663265","2.582661","2.554422","0.860887","6.142857","4.940462","2.047619","1.646821","10.379592","5.685037","3.459864","1.895012","19.408163","14.940002","6.469388","4.980001","1.17551","0.978924","0.391837","0.326308","7","0","17.880952","7.368423","2.554422","1.052632","14.333333","8.382305","2.047619","1.197472","24.219048","18.976625","3.459864","2.710946","45.285714","20.763325","6.469388","2.966189","2.742857","3.198044","0.391837","0.456863","362","262","0.7238","15710","43.3978","34.643517","60.3333","30.44485","44.8333","20.931767","0.76718333","0.131637","2618.3333","1138.137465","60.3333","58.402816","44.3333","2","2","0","A"
"6","0.3333","1","0","44","103.785715","2.358766","1.5793","105.071429","2.387987","1.926162","40.714286","0.925325","1.055045","235.571429","5.353896","4.915137","46.428572","1.055195","1.760887","6.2857","1.979487","14.826531","6.724683","2.35362","0.703557","15.010204","8.015967","2.360018","0.873675","5.816327","3.440213","0.83884","0.345687","33.653061","19.568502","5.293975","2.250049","6.632653","5.623699","0.93505","0.674193","7.3333","0.471405","17.297619","4.605605","2.388605","0.724101","17.511905","8.685786","2.434099","1.28182","6.785714","4.825351","0.957058","0.696602","39.261905","19.571849","5.423469","2.874748","7.738095","8.64312","1.08631","1.238366","358","282","0.7877","19311","53.9413","62.838575","59.6667","46.782","47.3333","35.989196","0.86918333","0.162485","3218.5","2202.824759","59.6667","59.815457","47.3333","2","1","1","A"
"6","0.1667","0","0","42","145.464286","3.463435","2.435513","128.785714","3.066327","6.98769","63.785714","1.518707","1.196236","245.428572","5.843537","7.314834","80.642857","1.920068","2.325332","6","1.414214","20.780612","12.618136","3.302381","1.532887","18.397959","20.286248","2.641497","2.290559","9.112245","5.283212","1.43424","0.620684","35.061225","30.194472","5.768934","4.861444","11.520408","11.001969","1.78322","1.645712","7","0","24.244048","2.872016","3.463435","0.410288","21.464286","19.078505","3.066327","2.725501","10.630952","5.614064","1.518707","0.802009","40.904762","26.622061","5.843537","3.803152","13.440476","6.367623","1.920068","0.90966","197","189","0.9594","12997","65.9746","51.560958","32.8333","22.139081","31.6667","22.320892","0.95761667","0.088531","2166.1667","1515.739689","39.4","33.278221","37.8","2","2","0","A"
"6","0.8333","1","0","40","106.428572","2.660714","1.278671","57.928572","1.448214","1.027664","44.285714","1.107143","1.013657","174.142858","4.353571","4.439806","39.142857","0.978571","1.077903","5.7143","0.699854","15.204082","3.828584","2.69966","0.716942","8.27551","2.568714","1.465646","0.476109","6.326531","3.098212","1.079252","0.464685","24.877551","10.522966","4.433333","1.837119","5.591837","2.616586","1.012585","0.489261","6.6667","0.745356","17.738095","4.841302","2.676871","0.684553","9.654762","3.659954","1.493537","0.644405","7.380952","4.213411","1.159184","0.724916","29.02381","19.503953","4.365306","2.761568","6.52381","5.037051","0.960544","0.702217","157","150","0.9554","12432","79.1847","86.730626","26.1667","16.747305","25.1667","15.993922","0.97345","0.038831","2072","1253.835183","26.1667","13.933373","25","1","0","1","A"
"3","0.3333","0","1","20","153.428572","7.671429","6.88186","105.214286","5.260714","2.978569","55.714286","2.785714","2.856571","170.428572","8.521429","10.715759","73.428571","3.671429","2.93428","2.8571","0.832993","21.918367","17.523139","7.090136","3.961692","15.030612","9.41479","5.086735","2.311686","7.959184","5.451998","2.670068","1.461839","24.346939","19.078457","8.256803","5.375629","10.489796","6.411932","3.697279","2.004518","6.6667","0.471405","51.142857","12.758351","7.600907","1.52204","35.071429","2.829028","5.289116","0.569746","18.571429","9.600879","2.857143","1.543034","56.809524","10.067347","8.518141","1.300561","24.47619","10.032148","3.666667","1.401328","246","194","0.7886","9181","37.3211","42.11085","41","12.409674","33.5","12.446552","0.79531667","0.115744","1530.1667","531.004211","41","29.416549","32.6667","4","4","0","A"
"5","0.2","0","0","34","135.714286","3.991597","0.924484","123.571429","3.634454","0.981225","40.571429","1.193277","0.708329","154.428572","4.542017","2.709237","44.714286","1.315126","0.76244","4.8571","0.349927","19.387755","3.603298","3.984694","0.632599","17.653061","3.372723","3.623469","0.577856","5.795918","1.18015","1.194898","0.22802","22.061225","6.172854","4.519388","1.135966","6.387755","2.516087","1.313265","0.490974","6.8","0.4","27.142857","4.714719","3.964626","0.513439","24.714286","5.000408","3.617687","0.616994","8.114286","1.512937","1.197959","0.230314","30.885714","9.505917","4.546259","1.345714","8.942857","3.425713","1.301361","0.463622","245","215","0.8776","23416","95.5755","101.656762","40.8333","19.709699","36","15.318834","0.91903333","0.094914","3902.6667","1848.719978","49","24.066574","43.2","0","0","0","A"
"5","0","0","0","35","74.214286","2.120408","1.114469","67.142857","1.918367","0.81014","125.000001","3.571429","4.693374","334.857143","9.567347","20.403201","34.428571","0.983673","0.566767","5","0","10.602041","1.502116","2.120408","0.300423","9.591837","2.152263","1.918367","0.430453","17.857143","8.201543","3.571429","1.640309","47.836735","35.082944","9.567347","7.016589","4.918367","1.677943","0.983673","0.335589","7","0","14.842857","1.271669","2.120408","0.181667","13.428571","2.510387","1.918367","0.358627","25","12.984764","3.571429","1.854966","66.971429","95.458695","9.567347","13.636956","6.885714","1.662062","0.983673","0.237437","196","195","0.9949","8091","41.2806","23.518725","32.6667","25.057711","32.6667","25.057711","1","0","1348.5","758.330788","49","45.232732","48.75","0","0","0","A"
"5","0","0","0","35","81.75","2.335714","1.357707","71.035714","2.029592","1.165534","67.142857","1.918367","2.074136","205.321429","5.866327","5.161494","47.535714","1.358163","2.126437","5","0","11.678571","3.947681","2.335714","0.789536","10.147959","3.491056","2.029592","0.698211","9.591837","4.869689","1.918367","0.973938","29.331633","16.643139","5.866327","3.328628","6.790816","3.540191","1.358163","0.708038","7","0","16.35","5.5251","2.335714","0.7893","14.207143","3.403809","2.029592","0.486258","13.428571","6.036792","1.918367","0.862399","41.064286","21.291088","5.866327","3.041584","9.507143","10.456235","1.358163","1.493748","175","168","0.96","10754","61.4514","85.840428","29.1667","10.318538","28.5","10.719919","0.96958333","0.044516","1792.3333","887.817486","35","23.383755","33.6","0","0","0","A"
"6","0.1667","0","0","42","225.928572","5.379252","3.334885","133.642857","3.181973","2.267318","38.571429","0.918367","1.133893","299.5","7.130952","4.970448","64","1.52381","1.482322","6","0","32.27551","9.690429","5.379252","1.615071","19.091837","7.652503","3.181973","1.275417","5.510204","2.998403","0.918367","0.499734","42.785714","18.780417","7.130952","3.13007","9.142857","4.703451","1.52381","0.783908","7","0","37.654762","12.438858","5.379252","1.77698","22.27381","7.851125","3.181973","1.121589","6.428571","3.726171","0.918367","0.53231","49.916667","23.529126","7.130952","3.361304","10.666667","6.75553","1.52381","0.965076","227","205","0.9031","20560","90.5727","75.785797","37.8333","26.002671","34.5","25.584826","0.91476667","0.113593","3426.6667","2847.05214","37.8333","40.748892","34.1667","0","0","0","F"
"5","0","0","0","28","108.857143","3.887755","4.16619","64.285714","2.295918","2.239488","27.142857","0.969388","1.101946","165.142857","5.897959","5.311712","40.285714","1.438776","1.426785","4","1.069045","15.55102","20.797991","3.236395","3.269409","9.183673","11.637307","1.931973","1.876499","3.877551","3.345445","0.894558","0.477482","23.591837","23.973191","5.537415","3.997471","5.755102","5.483989","1.30102","0.819287","5.6","2.332381","21.771429","13.225393","3.673469","1.772904","12.857143","6.407903","2.045578","0.782501","5.428571","2.839948","0.802721","0.412045","33.028571","18.871726","5.438776","2.237651","8.057143","3.943064","1.702721","0.768971","132","126","0.9545","4867","36.8712","23.594878","22","17.672955","21","16.051999","0.9787","0.033503","811.1667","582.445825","26.4","12.158947","25.2","0","0","0","A"
"6","0.3333","1","0","43","105.142857","2.445183","1.190711","84.642857","1.968439","1.466408","97.571429","2.269103","4.331985","374.428572","8.707641","5.648626","57.571429","1.33887","2.428257","6.1429","0.989743","15.020408","3.032553","2.486395","0.49872","12.091837","2.351637","2.062075","0.678451","13.938776","8.759371","2.219388","1.296001","53.489796","16.399683","8.62585","1.782592","8.22449","4.80713","1.305272","0.627951","7.1667","0.372678","17.52381","2.728866","2.46131","0.448879","14.107143","5.263426","1.984269","0.776414","16.261905","21.037247","2.319515","3.007916","62.404762","27.205744","8.772534","3.974745","9.595238","11.489249","1.367772","1.64356","249","237","0.9518","13709","55.0562","31.338623","41.5","18.830383","40","19.00877","0.94768333","0.044913","2284.8333","921.2201","41.5","7.182154","39.5","0","0","0","A"
"6","0","0","0","42","73.607143","1.752551","1.277157","45.321429","1.079082","1.016534","45.107143","1.07398","0.864736","105.642857","2.515306","3.644199","30.485714","0.72585","0.689531","6","0","10.515306","3.065422","1.752551","0.510904","6.47449","1.912986","1.079082","0.318831","6.443878","2.34053","1.07398","0.390088","15.091837","4.614981","2.515306","0.769164","4.355102","1.817756","0.72585","0.302959","7","0","12.267857","6.298882","1.752551","0.89984","7.553571","5.010523","1.079082","0.715789","7.517857","3.47915","1.07398","0.497021","17.607143","21.648387","2.515306","3.092627","5.080952","1.707958","0.72585","0.243994","60","58","0.9667","2900","48.3333","29.190562","12","5.477226","11.6","4.758151","0.98182","0.03636","580","261.141341","12","14.587666","11.6","0","0","0","F"
